fname,dialogue,summary,topic
train_169-rp,"#Person1#: 안녕하세요, Mr. Green. Lin Tong입니다. 그동안 잘 지내셨나요?
#Person2#: 안녕하세요, Mr. Lin. 내일 출발할 예정이라 짐을 싸고 있었어요.
#Person1#: 아, 죄송해요. 방해가 되었네요. 그래도 작별 인사를 드리고 싶어서 전화했어요. 정말 죄송하지만 내일 공항에 가지 못할 것 같아요. 중요한 회의가 있어서요.
#Person2#: 괜찮습니다, Mr. Lin. 이해합니다. 항상 바쁘신 거 알아요. 일이 먼저니까요.
#Person1#: 정말 감사합니다. 벌써 3주가 지났네요. 시간이 정말 빠르게 지나가네요!
#Person2#: 네, 정말 그렇죠. 나진에 머무르는 동안 도와주셔서 정말 감사합니다.
#Person1#: 저도 기쁩니다. 함께 일할 수 있어서 정말 좋았어요.
#Person2#: 저도요. 다시 함께 일할 수 있기를 기대하고 있어요.
#Person1#: 그러게요? 좋아요! 그럼 비행기 정보는 어떻게 되나요? 언제 출발하시나요?
#Person2#: Northey 항공 104편으로 내일 밤 10시에 출발합니다.
#Person1#: 알겠습니다. 누군가를 보내 배웅해 드릴게요.
#Person2#: 정말 친절하시네요.
#Person1#: 기쁩니다. 잘 다녀오세요. 즐거운 여행 되세요.
#Person2#: 정말 감사합니다. 저와 제 아내는 당신의 방문을 기대하고 있어요.
#Person1#: 좋습니다. 꼭 그렇게 하죠. 곧 다시 만날 수 있기를 바랍니다. 연락 계속합시다. 안녕히 계세요.
#Person2#: 안녕히 가세요. 다시 한번 감사드립니다.","Lin Tong은 Mr. Green에게 전화로 작별 인사를 나누며 공항에서 배웅하지 못한다고 알리고, 감사 인사를 나눴다.",작별 전화
train_2250-rp,"#Person1#: 안녕 Barbara, 다시 만나서 반가워요. 정말 멋져 보이네요.
#Person2#: Rod, 다시 만나서 나도 기뻐요.
#Person1#: 여행은 어떠셨어요?
#Person2#: 재미있었지만 피곤했어요. 밀라노는 흥미로웠어요. 예상보다 크고 더 시끄럽고 지저분했죠.
#Person1#: 피렌체는 어땠어요?
#Person2#: 음, 거긴 안 갔어요. Rod, 가본 적 있어요?
#Person1#: 아니요, 이탈리아에 가본 적이 없어요. 로마에 가고 싶어요. 차가 주차장에 있으니 짐을 싣도록 하죠. 이게 전부인가요?
#Person2#: 네, 그런데 그 여행 가방이 아주 무거워요.
#Person1#: Barbara, 그 안엔 뭐가 들어있는 거예요? 책이랑 돌이라도 넣었나요?
#Person2#: 그냥 신발 20켤레예요.","Barbara는 Rod에게 밀라노 여행 경험을 공유하며, Rod는 Barbara의 여행 가방이 무겁다고 생각합니다.",밀란 여행
train_9279-rp,"#Person1#: 온라인 쇼핑 해본 적 있어?
#Person2#: 자주 해. 정말 편리하고 시간도 절약돼.
#Person1#: 나도 해보고 싶은데, 경험 좀 알려줄래?
#Person2#: 물어보길 잘했어. 중요한 팁이 두 가지 있어. 우선, 좋은 제품과 가격을 찾으려면 여러 사이트를 비교하는 게 좋아. 추천할 만한 온라인 상점도 알려줄게. 둘째로, 이메일 주소를 정확히 기입해야 해. 잘못 적으면 배송에 문제가 생길 수 있어.
#Person1#: 그럼 등록 절차는 어때? 복잡해?
#Person2#: 전혀 복잡하지 않아. 이름, 주소, 이메일, 전화번호, 그리고 은행이나 신용카드 정보만 입력하면 돼. 도와줄게.
#Person1#: 정말 고마워.","#Person2#는 #Person1#에게 온라인 쇼핑이 매우 편리하다고 전하며, 여러 사이트를 비교하고 이메일 주소를 정확히 입력하라고 조언합니다.",온라인 쇼핑 경험 공유
train_9195-rp,"#Person1#: 어서 오세요, 무엇을 도와드릴까요?
#Person2#: 제 딸에게 줄 휴대폰을 찾고 있어요.
#Person1#: 딸님의 나이가 어떻게 되세요?
#Person2#: 17살이에요. 생일 선물이거든요.
#Person1#: 젊은 연령층을 위한 최신 Nokia 휴대폰을 추천드려요.
#Person2#: Motorola 제품들을 보고 싶어요.
#Person1#: 이 Motorola 모델은 정말 추천할 만해요. 색상과 스타일도 예쁘고, 품질도 좋아요.
#Person2#: 좋아요. 분홍색으로 하나 주세요. 포장을 부탁드려요.
#Person1#: 알겠습니다. 무료 장식품도 드릴 수 있는데, 받으시겠어요?
#Person2#: 그럼요. 이 Sweetheart 펜던트가 휴대폰과 잘 어울리네요.
#Person1#: 저기 앉아 계시면 바로 포장해 드릴게요.
#Person2#: 감사합니다.","딸의 생일 선물로 휴대폰을 구매하려는 #Person2#에게 #Person1#은 분홍색 Motorola 휴대폰을 제안했고, #Person2#는 그 제품을 선택했습니다.",휴대폰 구매
train_1768-rp,"#Person1#: 안녕, Ann. 호주에서 꽤 오래 지냈다고 들었어. 그 경험 좀 들려줄래?
#Person2#: 호주 생활은 정말 멋졌어. 시드니 대학교에서 국제 학생으로 교육학을 공부했거든. 시드니에 살면서 언제든지 바다가 보이는 건 정말 좋았어. 그리고 시드니는 밤 문화가 뛰어나서 클럽도 많았어. 사람들이 친절하고 여유롭기에 국제적인 친구들도 많이 사귀었어.
#Person1#: 얼마나 오래 있었어?
#Person2#: 약 1년 정도 있었어.
#Person1#: 그래?
#Person2#: 호주에서는 동해안으로 여행도 가서 세계 유산인 프레이저 섬을 방문했어. 거기서 해변을 뛰어다니는 딩고도 봤고, 바다에서 상어도 봤어. 절벽을 오르고 열대 우림을 걸어 캠핑도 했고. 북쪽으로 가면 더웠는데, 그래서 바다에서 수영도 하고 처음으로 다이빙도 해봤어. 면허가 없어서 조금 위험했지만 체험 다이빙에서 큰 조개를 봤어. 그 안이 보라색 스펀지처럼 되어 있어서 만져봤는데 갑자기 조개가 꽉 닫혔어.
#Person1#: 그래서 손가락을 잃을 뻔했어?
#Person2#: 거의 그럴 뻔했지.
#Person1#: 와, 운이 좋았네. 보통 물 속에 들어가면 상어를 걱정하지 조개는 아니잖아.
#Person2#: 맞아.
#Person1#: 그럼 호주에 다시 가고 싶어?
#Person2#: 적어도 1년 정도 다시 가서 살고 싶어. 아마 시드니로 다시 가거나 아니면 멜버른으로 가볼 수도 있어. 그곳은 문화적으로 정말 흥미로운 도시거든. 박물관과 공원도 많고.",Ann은 #Person1#에게 호주에서 1년 동안 시드니에서 공부하고 여러 지역을 여행한 경험을 공유한다. 그녀는 미래에 멜버른으로 다시 가서 1년 정도 머물고 싶다고 한다.,호주에서의 생활 경험
train_9644-rp,"#Person1#: 실례합니다만, 여쭤보고 싶은 게 있습니다. 부인, 당신의 남편을 총으로 쏜 범인을 찾고 싶은데, 어떻게 된 일인지 설명해 주실 수 있으신가요?
#Person2#: 새벽 2시쯤이었어요. 우리는 몇 시간 자고 있었는데, 아래층에서 소리가 들렸어요.",#Person1#이 #Person2#에게 그녀의 남편이 당한 총격 사건에 대해 질문합니다.,범죄 조사
train_7669-rp,"#Person1#: Dr. Smith, 미국에서 정치 기자로 일하다 이곳 히말라야 산골 마을에 정착하셨다면서요. 인도까지 오신 계기와 이곳에 정착하신 이유를 설명해 주실 수 있나요?
#Person2#: 물론이죠. 인도를 더 깊이 이해하고자 1년 전 인도로 왔어요. 도착 후 살며 글 쓸 곳을 찾아다녔죠. 여러 선택지가 있었지만, 몇 달 후 이곳으로 정했어요. 고즈넉한 시골 정취와 평지보다 선선한 날씨가 마음에 들었거든요.
#Person1#: 전형적인 마을이 더 적합할 거라 생각해보진 않으셨나요?
#Person2#: 생각해 봤었죠. 하지만 그런 전형적인 마을은 존재하지 않는 것 같더군요. 전형적인 마을을 찾는 데 많은 시간을 낭비했어요. 조건이 너무 다양했거든요. 하지만 머문 마을들에서는 빈곤, 더러움, 무지라는 공통점을 발견했습니다.
#Person1#: 그런데도 이곳에 정착한 걸 보면 여전히 만족하시는 것 같네요. 미국에서 여기까지 올 만큼 이곳에서 얻는 경험이 그렇게 중요하신가요?
#Person2#: 음, 마을 사람들도 자주 묻는 질문인데요. 그들은 제가 미국에서의 안락한 삶을 포기하고 이 외진 마을에서 은퇴한 사람처럼 지내는 걸 이해하지 못해요. 왜 왔냐고요? 정치 기자 일을 그만뒀어요. 생각이 바뀌었거든요. 제3세계의 일이 무엇보다 중요하다고 믿게 됐습니다. 세계 3/4이 어떻게 사는지를 이해하고, 그들의 미래가 나머지 세계에 미칠 영향을 알기 위해 그들의 생활 방식을 공유해야 한다고 느꼈어요.
#Person1#: 이 문제에 대한 박사님의 견해가 매우 설득력 있다고 생각합니다. 귀국 후에도 여기서의 경험이 보람찼다고 느끼실 것 같네요.","Dr. Smith는 인도에서 생활하며 글을 쓸 장소를 찾던 중 히말라야 마을에 정착했습니다. 그는 제3세계의 경험이 중요하다고 생각하며, 편안한 삶을 포기하고 그들의 생활 방식을 공유하고자 이곳에 살고 있습니다.",히말라야 마을로의 정착
train_9988-rp,"#Person1#: 안녕하세요, 제 이름은 Tom입니다.
#Person2#: 안녕하세요, Tom! 이번에 새로 오신 영업 대표님이시죠? 저는 Melinda예요.
#Person1#: 안녕하세요, Melinda.
#Person2#: 제가 사무실 구경을 시켜드릴게요. 여기가 리셉션이고, 저기가 회의실이에요. 저쪽이 영업 부서랍니다.
#Person1#: 사무실이 깔끔하네요. 그런데 좀 작지 않나요?
#Person2#: 네, 맞아요. 저쪽에서 복사와 팩스를 보낼 수 있어요.
#Person1#: 다들 바쁘게 일하시는 것 같네요.
#Person2#: 사실 우리는 어수선하게 일하면서 열심히 하는 척해요. 농담이에요. 아, 당신의 자리는 저쪽이에요. 이쪽으로 가면 저기 보이는 곳들이 다 개인 사무실이에요. 매니저님들의 사무실이죠.
#Person1#: 음... 저희 업무에 대해 좀 더 자세히 알고 싶어요.
#Person2#: 물론이죠.",Melinda는 새로 온 영업 대표 Tom에게 사무실을 안내하며 농담을 주고받습니다. Tom은 업무에 대해 더 자세한 정보를 얻고자 합니다.,신입 영업 대표
train_1272-rp,"#Person1#: 죄송하지만, 이곳은 더 이상 머물 수 없는 곳입니다. 나가주시겠어요?
#Person2#: 잠깐만요! 저는 그냥 이분과 이야기 중이었는데...
#Person1#: 아쉽게도, 이분께서는 그렇게 생각지 않으신 것 같습니다. 함께 나가주셔야겠어요.
#Person2#: 뭔가 오해가 있는 것 같아요!
#Person1#: 저희와 협력해주시는 게 좋을 거예요. 그렇지 않으면...
#Person2#: 알겠어요. 대신 이걸 그녀에게 전해주세요!","#Person1#은 #Person2#에게 퇴장을 요청했으나, #Person2#는 오해가 있다고 주장했습니다.",대화 오해
train_11897-rp,"#Person1#: 저 노을 좀 봐, 정말 멋지지 않아? 이렇게 붉은 노을은 처음 봐.
#Person2#: 그렇긴 하지만, 저렇게 붉게 보이는 건 대기 오염 때문이야.
#Person1#: 정말 그래?
#Person2#: 응, 저기 보이는 차들이 만들어내는 스모그가 공기 중에 쌓여서 그런 거야.
#Person1#: 그런 건 몰랐네.
#Person2#: 더 많은 사람들이 대중교통을 이용하거나 카풀을 했으면 좋겠어.
#Person1#: 우리는 우리 할 일을 다 하고 있으니까.
#Person2#: 맞아, 다음 주에 네가 운전할 차례니까 잊지 말고 데리러 와.
#Person1#: 걱정 마, 요즘 잠을 좀 더 자고 있어. 아기가 어느 정도 자랐거든.
#Person2#: 혹시 무슨 일이 생기면 못 올 것 같으면 전화해.","#Person1#이 붉은 노을을 감탄하자, #Person2#이 그것이 대기 오염 때문이라고 설명했고, 다음 주에 #Person1#이 운전할 차례임을 상기시켰다.",대기 오염과 카풀
train_960-rp,"#Person1#: 여보세요, 버튼 호텔입니다. 무엇을 도와드릴까요?
#Person2#: 안녕하세요, 샌프란시스코의 버튼 호텔에 대해 문의 드리고 싶어요.
#Person1#: 네, 어떤 정보가 필요하신가요?
#Person2#: 워터프론트점의 요금이랑 예약 가능 여부를 알고 싶어요.
#Person1#: 워터프론트점이라면 두 군데가 있는데, 어느 쪽을 원하시나요?
#Person2#: 둘 중 어느 곳이든 상관없어요. 그냥 워터프론트점이라면 됩니다.
#Person1#: 알겠습니다. 체크인을 언제 계획 중이신가요?
#Person2#: 10월 12일에 체크인하고 15일에 체크아웃하려고 해요.
#Person1#: 좋습니다. 몇 분이서 묵으실 건가요?
#Person2#: 혼자 묵을 예정이에요. 가능하면 금연실을 원해요.
#Person1#: 네, 바다 전망의 금연 퀸 룸은 189달러이고, 안마당 전망의 일반 룸은 139달러입니다.
#Person2#: 일반 룸으로 예약해 주세요.
#Person1#: 성함을 알려주실 수 있나요?
#Person2#: 제 이름은 Jeff Rama입니다.
#Person1#: 확인해 주셔서 감사합니다. 주요 신용카드 번호를 알려주실 수 있을까요?
#Person2#: 비자카드로 결제하겠습니다. 번호는 #CardNumber#이고 만료일은 05/08입니다.
#Person1#: 예약이 완료되었습니다. 확인 번호는 PD672입니다. 추가로 도와드릴 것이 있나요?
#Person2#: 아뇨, 필요한 건 다 되었어요. 감사합니다.
#Person1#: 고맙습니다. 좋은 하루 되세요. 버튼 호텔을 선택해 주셔서 감사합니다.",버튼 호텔의 #Person1#은 Jeff Rama의 요청에 따라 10월 12일부터 15일까지 워터프론트점의 안마당 전망 일반 금연실을 예약합니다. #Person1#은 예약을 위해 신용카드 정보를 받고 Jeff Rama에게 예약 확인번호를 제공합니다.,호텔 객실 예약
train_3855-rp,"#Person1#: 이곳은 우리의 주요 서비스 구역입니다. 모든 일상적인 서비스를 이곳에서 처리하며, 두 명의 전문 정비사가 상주하고 있죠.
#Person2#: 그럼 밴은 얼마나 자주 서비스를 받나요?
#Person1#: 정기적으로 점검을 진행합니다. 대략 10,000km마다 기본 서비스를 하고, 1년에 한 번 또는 100,000km마다 주요 점검을 실시합니다.
#Person2#: 그렇군요. 그 서비스에는 어떤 항목들이 포함되나요?
#Person1#: 개인 차량과 비슷한 절차이지만, 더 자주 수행해야 합니다. 많이 사용되기 때문에 마모가 심하기 때문이죠.
#Person2#: 여기서 주요 수리도 가능한가요?
#Person1#: 네, 필요한 모든 장비가 갖춰져 있습니다. 엔진의 주요 분해 점검도 가능합니다. 심각한 문제가 발생하면 엔진을 분해하여 불량 부품을 찾아냅니다. 한번 둘러보시겠어요?",#Person1#은 #Person2#에게 주요 서비스 구역을 소개하며 차량의 정기 점검과 수리 서비스에 대해 설명합니다.,차량 정비 서비스
train_9082-rp,"#Person1#: 안녕하세요, Lincoln 은행 소비자 신용 부서입니다. 어떤 도움이 필요하신가요?
#Person2#: 안녕하세요. 자동차 대출을 신청하려고 전화드렸습니다.
#Person1#: 저희는 개인 자동차 소비자 대출을 제공합니다. 절차는 매우 간단합니다. 20%의 계약금을 지불할 자금이 준비되어 계신가요?
#Person2#: 네, 계좌에 준비되어 있습니다.
#Person1#: 다음으로 저희와 협력하는 딜러를 추천해 드리는데요...
#Person2#: 잠시만요. 죄송하지만 이미 선택한 딜러가 있고 차종도 결정했습니다.
#Person1#: 그러면 절차가 더 빠르게 진행되겠네요. 차의 구매 가격을 알고 계신가요?
#Person2#: 네, 110,000 RIB입니다. 계약금은 이미 처리했으니 70,000 RIB만 대출받으면 됩니다.
#Person1#: 그럼 이제 지점을 방문하셔서 올바르게 작성된 신청서, 신분증, 거주증명서, 소득증명서, 대리점의 계약서를 가져와서 계약금과 함께 제출해 주세요.
#Person2#: 네, 모든 서류가 준비되어 있습니다. 오늘 늦게라도 방문하겠습니다. 아마 다음 주에 새 차를 받을 수 있겠네요! 너무 기대됩니다.","#Person1#은 #Person2#가 자동차 대출을 신청할 수 있도록 도와줍니다. #Person2#는 20%의 계약금을 준비했고, 이미 선택한 딜러와 차종을 결정했습니다. #Person2#는 신청서와 필요한 서류들을 지참하여 은행 지점을 방문해야 합니다.",자동차 대출 신청 과정
